ticker,field,value
SNEX UW,CIE_DES,"StoneX Group Inc. is an institutional-grade financial services network that connects companies, organizations, and investors to the global markets ecosystem through digital platforms, end-to-end clearing, and execution services. StoneX Group operates worldwide."
SAIA UW,CIE_DES,"Saia, Inc. provides trucking transportation to the retail, petrochemical, and manufacturing industries. The Company offers regional, interregional, and national less-than-truckload services, and selected truckload services throughout the United States."
SAMG UQ,CIE_DES,Silvercrest Asset Management Group Inc. is a wealth management firm. The Company focuses on providing financial advisory and related family office services to high net worth individuals and institutional investors. Silvercrest Asset Management Group serves customers in the State of New York.
SANA UW,CIE_DES,"Sana Biotechnology, Inc. operates as a biotechnology company. The Company focuses on creating and delivering engineered cells as medicine for patients. Sana Biotechnology replaces damaged cells and tissues and treats broad array of diseases."
SANM UW,CIE_DES,"Sanmina Corporation provides electronics contract manufacturing services to customers located around the world. The Company offers its customers expertise in new product introduction, manufacturing, and design and fabrication of complex interconnect products. Sanmina Corporation specializes in circuit fabrication, system assembly, integration, and high-end enclosures and cabling."
SASR UW,CIE_DES,"Sandy Spring Bancorp, Inc. is the holding company for Sandy Spring Bank. The Bank conducts a full-service commercial banking business through a network of offices located in Montgomery, Howard, Prince George's, Anne Arundel, and Frederick counties in Maryland. The Company also operates Sandy Spring Insurance Company and The Equipment Leasing Company."
SATS UW,CIE_DES,"EchoStar Corporation operates satellite communication infrastructures. The Company provides satellite broadband communication solutions to media and broadcast organizations, pay-TV operators, enterprise customers, and US government and military service providers. EchoStar serves customers worldwide."
SAVA UR,CIE_DES,"Cassava Sciences, Inc. operates as a clinical-stage biotechnology company. The Company detects and treats neurodegenerative diseases such as alzheimer's. Cassava Sciences serves clients in the United States."
SAVE UN,CIE_DES,"Spirit Airlines, Inc. owns and operates airlines. The Company offers flight bookings, vacation packages, carry-on and checked baggage, online booking, and other related services. Spirit Airlines serves clients in the United States."
SB UN,CIE_DES,"Safe Bulkers Inc. is an international provider of marine drybulk transportation services transporting bulk cargoes particularly grain, iron ore, and coal. The Company has a fleet of panamax, kamsarmax, and post-panamax class vessels."
SBCF UW,CIE_DES,"Seacoast Banking Corporation of Florida operates as a bank holding company. The Bank, through its subsidiaries, offers a full range of banking and investment services, including personal and business deposit products, personal, commercial, and mortgage loans, wealth management services, and treasury management solutions."
SNPO UW,CIE_DES,"Snap One Holdings Corp. operates as a holding company. The Company, through its subsidiaries, provides smart home products and services. Snap One Holdings serves customers in the United States."
SOI UN,CIE_DES,"Solaris Oilfield Infrastructure, Inc. provides oilfield products, services, and infrastructure solutions. The Company offers mobile sand silo and rail to truck transload systems to enhance drilling, completions, and safety in shale plays. Solaris Oilfield Infrastructure serves customers in the United States."
SOND UW,CIE_DES,Sonder Holdings Inc. operates as a hospitality company. The Company provides tech-enabled services to offers accommodation options from spacious rooms to fully-equipped suites and apartments. Sonder Holdings serves customers worldwide.
SONO UW,CIE_DES,"Sonos, Inc. designs, develops, and produces audio products. The Company offers charging cradles, music players, alternating current adapters, controllers, wireless speakers, and loudspeakers. Sonos serves customers worldwide."
SOVO UW,CIE_DES,Sovos Brands Inc operates as a food and beverage company. The Company acquires and builds food brands. Sovos Brands serves customers in the United States.
SP UW,CIE_DES,"SP PLUS CORPORATION PROVIDES VEHICLE PARKING SOLUTIONS. THE COMPANY OFFERS PROFESSIONAL PARKING MANAGEMENT, GROUND TRANSPORTATION, REMOTE BAGGAGE CHECK-IN AND HANDLING, FACILITY MAINTENANCE, SECURITY, EVENT LOGISTICS, AND OTHER TECHNOLOGY-DRIVEN MOBILITY SOLUTIONS. SP PLUS SERVES AVIATION, COMMERCIAL, HOSPITALITY, HEALTHCARE, AND GOVERNMENT CLIENTS IN NORTH AMERICA.:::"
SPCE UN,CIE_DES,"Virgin Galactic Holdings Inc. develops space vehicles. The Company designs exploration technology such as missiles, rockets, and other related equipment. Virgin Galactic Holdings serves customers in the United States."
