ticker,NAME,CIE_DES,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
SIGI UW,SELECTIVE INSURANCE GROUP,"Selective Insurance Group, Inc., through its subsidiaries, offers a broad range of commercial insurance products, alternative risk management products, and managed care and related services. The Company's customers include small to medium-sized businesses, governmental entities, and selected classes of light industry, as well as individuals and families.",Financials,Insurance,Insurance,Property & Casualty Insurance
SILK UW,SILK ROAD MEDICAL INC,"Silk Road Medical, Inc. produces and distributes surgical equipment. The Company offers develops and manufactures less-invasive medical devices intended to improve the treatment of carotid artery disease through proprietary transcarotid therapies. Silk Road Medical serves medical sector in the United States.",Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
SIRI UW,SIRIUS XM HOLDINGS INC,"Sirius XM Holdings Inc. broadcasts various channels of audio from its satellites. The Company provides its services throughout the continental United States for a monthly subscription fee. Sirius delivers various streams of commercial-free music in every genre, as well as streams of news, sports, weather, talk, comedy, and public radio.",Communication Services,Media & Entertainment,Media,Cable & Satellite
SITC UN,SITE CENTERS CORP,"SITE Centers Corp. operates as a real estate investment trust. The Company develops, invests in, leases, and manages shopping centers. SITE Centers serves clients in the United States and Puerto Rico.",Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SITE UN,SITEONE LANDSCAPE SUPPLY INC,"SiteOne Landscape Supply, Inc. distributes landscape supplies. The Company offers products such as outdoor lighting, fertilizers, grass seeds, turf care equipment, and golf course accessories. SiteOne Landscape Supply markets its products in the United States and Canada.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
SITM UQ,SITIME CORP,"Sitime Corporation develops silicon-based timing solutions. The Company manufacturers oscillators, clock generators, and embedded resonators used for ethernet switches, computing devices, graphics cards, disk drives, mobile phones, and subscriber identity module cards. Sitime serves customers worldwide.",Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SIX UN,SIX FLAGS ENTERTAINMENT CORP,"Six Flags Entertainment Corporation operates regional theme parks across North America. The Company has parks comprised of theme, water, and zoological parks. Six Flags Entertainment offer rides, water attractions, themed areas, concerts, shows, restaurants, game venues, and retail outlets.",Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
SJM UN,JM SMUCKER CO/THE,"The JM Smucker Company manufactures and markets food products on a worldwide basis. The Company's principal products include peanut butter, shortening and oils, fruit spreads, canned milk, baking mixes and ready-to-spread frostings, flour and baking ingredients, juices and beverages, frozen sandwiches, dessert toppings, syrups, pickles and condiments, and potato side dishes.",Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
SJW UN,SJW GROUP,"SJW Group operates as a holding company. The Company, through its subsidiaries, provides water utility services. SJW Group conducts its business in the United States.",Utilities,Utilities,Water Utilities,Water Utilities
SKIL UN,SKILLSOFT CORP,"SkillSoft Corporation provides cloud-based learning solutions. The Company offers enterprise courseware, including project  management, IT certification, web training, business communication, desktop skills courseware, and the skillport learning  management system. SkillSoft markets its services internationally to enterprise companies, government, and education agencies.",Industrials,Commercial & Professional Serv,Professional Services,Human Resource & Employment Se
SKIN UR,BEAUTY HEALTH CO/THE,"The Beauty Health Company operates as a beauty health company. The Company focuses on estheticians, consumers and partners, bridging medical, and consumer retail to democratize and personalize skin care solutions. Beauty Health serves customers worldwide.",Consumer Staples,Household & Personal Products,Personal Care Products,Personal Care Products
SKLZ UN,SKILLZ INC,"Skillz Inc. operates as a mobile games platform. The Company helps developers build franchises by enabling social competition in their games, as well as hosts casual esports tournaments for players. Skillz serves clients worldwide.",Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
SKT UN,TANGER FACTORY OUTLET CENTER,"Tanger Factory Outlet Centers, Inc. is a real estate investment trust that owns and operates factory outlet centers. The Company offers amenities such as common areas, reading materials, and children's play areas are available in Tanger's outlets, which are located coast to coast throughout the United States.",Real Estate,Equity Real Estate Investment,Retail REITs,Retail REITs
SKWD UW,SKYWARD SPECIALTY INSURANCE,"Skyward Specialty Insurance Group, Inc. operates as an insurance firm. The Company offers commercial property and casualty products and solutions on a non-admitted and admitted basis. Skyward Specialty Insurance Group serves customers in the United States.",Financials,Insurance,Insurance,Property & Casualty Insurance
SKX UN,SKECHERS USA INC-CL A,"Skechers U.S.A., Inc. designs and markets branded contemporary casual, active, rugged, and lifestyle footwear for men, women, and children. The Company sells its products to department stores and specialty retailers. Skechers U.S.A. also sells its products internationally through distributors and directly to consumers through its own retail stores.",Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
SKY UN,SKYLINE CHAMPION CORP,"Skyline Champion Corporation independent publicly traded factory-built housing company. The Company designs, produces, and markets manufactured and modular homes, park models, and modular buildings for the multi-family, hospitality, senior, and workforce housing sectors. Skyline Champion serves customers in the United States and Canada.",Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
SKYT UR,SKYWATER TECHNOLOGY INC,"SkyWater Technology Inc. manufactures and distributes semiconductors devices. The Company specializes in custom technology development services, volume manufacturing, and packaging, as well as supports customers in developing integrated circuits in various markets. SkyWater Technology serves customers in the United States.",Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SKYW UW,SKYWEST INC,"SkyWest, Inc. operates regional airlines that offer scheduled passenger service to destinations in the United States, Canada, Mexico, and the Caribbean.",Industrials,Transportation,Passenger Airlines,Passenger Airlines
SLAB UW,SILICON LABORATORIES INC,"Silicon Laboratories Inc. operates as a semiconductor company. The Company designs, develops, and markets mixed-signal integrated circuits, microcontrollers, wireless connectivity devices, and sensor products. Silicon Laboratories offers solutions for automotive, retail, entertainment, and data center sectors.",Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
SLB UN,SCHLUMBERGER LTD,"Schlumberger N.V. is an oilfield services company. The Company, through its subsidiaries, provides a wide range of services, including technology, project management, and information solutions to the petroleum industry as well as advanced acquisition and data processing surveys. Schlumberger serves customers globally.",Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
SLCA UN,US SILICA HOLDINGS INC,"U.S. Silica Holdings, Inc. operates as a producer of industrial silica and sand proppants. The Company produces a variety of industrial minerals including sand proppants and clay as well as whole grain and fine ground silica. U.S. Silica Holdings offers its products to the oil and gas, glass, chemical, and building products industries.",Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
SLDP UW,SOLID POWER INC,"Solid Power, Inc. provides energy storage solutions. The Company manufactures rechargeable sulfide-based solid electrolyte battery cells for electric vehicles and mobile power markets. Solid Power serves customers worldwide.",Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment
